1353,       何璟昕, 2.000,0.014,0.000
 24,      TooHigh, 2.000,0.014,0.000
374,       陆陆桑, 2.000,0.014,0.000
626,       张彵凡, 2.000,0.014,0.000
618, 一盛, 2.000,0.014,0.000
202,     新乐尘符, 2.000,0.014,0.000
1006,      AndyMei, 2.000,0.014,0.000
1284,OLWIK, 2.000,0.014,0.000
1185,      Yonetro, 2.000,0.014,0.000
493,       BHTY-R, 2.000,0.014,0.000
1036,     JUSF周存, 2.000,0.014,0.000
549,       蒋瑶佳, 2.000,0.014,0.000
111,       徐真真, 2.000,0.014,0.000
536, 花玲, 2.000,0.014,0.000
1394,       陈晓东, 2.000,0.014,0.000
389,  RED, 2.000,0.014,0.000
779,    DJ-荣大大, 2.000,0.014,0.000
316,     Kael鹿帆, 2.000,0.014,0.000
1321,Carta, 2.000,0.014,0.000
166,     DU丢丢丢, 2.000,0.014,0.000
1096, Noi!, 2.000,0.014,0.000
103,       任舒瞳, 2.000,0.014,0.000
1550,       黄绮珊, 2.000,0.014,0.000
697,       曾一鸣, 2.000,0.014,0.000
1251,       彭佳慧, 2.000,0.014,0.000
1403, 魏枫, 2.000,0.014,0.000
675,       瓶中怪, 2.000,0.014,0.000
 86,  RAiNBOW计划, 2.000,0.014,0.000
1354,  马子林Broma, 2.000,0.014,0.000
1220, 予词, 2.000,0.014,0.000
554,       旅行团, 2.000,0.014,0.000
758,       刘惜君, 2.000,0.014,0.000
756,   YellowClaw, 2.000,0.014,0.000
443,   野外合作社, 2.000,0.014,0.000
1120,     只有影子, 2.000,0.014,0.000
784,      喵酱mio, 2.000,0.014,0.000
710,   黑薄荷乐队, 2.000,0.014,0.000
814,  Omi, 2.000,0.014,0.000
412,       薄彩生, 2.000,0.014,0.000
775,Arman, 2.000,0.014,0.000
 87,       Anchoe, 2.000,0.014,0.000
1080,       亚尔肯, 2.000,0.014,0.000
1018, 满江, 2.000,0.014,0.000
1573,    畸形儿-DeformedBoi, 2.000,0.014,0.000
567, 黑羊, 2.000,0.014,0.000
353,    鸾凤鸣原创音乐团队, 2.000,0.014,0.000
1235, 伏仪, 2.000,0.014,0.000
1123,       NaCl盐, 2.000,0.014,0.000
595,       岑宁儿, 2.000,0.014,0.000
1001,       于嘉萌, 2.000,0.014,0.000
524,  BloodyWoods, 2.000,0.014,0.000
